City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
453,Plettenberg Bay,ZA,-34.0527,23.3716,65.26,65,100,6.17,overcast clouds
454,Polson,US,47.6936,-114.1632,28.11,84,100,5.32,overcast clouds
455,Umea,SE,63.8284,20.2597,33.73,100,100,20.71,overcast clouds
456,Oga,IT,46.4631,10.347,38.7,80,3,1.9,clear sky
457,Ambon,ID,-3.6954,128.1814,78.94,83,40,6.91,scattered clouds
458,Pemangkat,ID,1.1667,108.9667,76.64,89,100,8.1,overcast clouds
459,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,87.78,58,89,3.33,overcast clouds
460,Dunedin,NZ,-45.8742,170.5036,53.8,91,100,15.01,overcast clouds
461,Sawtell,AU,-30.3833,153.1,62.92,88,75,13.8,broken clouds
462,Bichena,ET,10.45,38.2,64.69,30,39,4.81,scattered clouds
463,Itoman,JP,26.1247,127.6694,60.82,77,75,20.71,broken clouds
464,Siocon,PH,7.7061,122.1353,76.41,91,100,4.07,overcast clouds
465,Tiarei,PF,-17.5333,-149.3333,78.82,76,69,17.69,broken clouds
466,Maralal,KE,1.0968,36.698,66.7,49,94,9.28,overcast clouds
467,Masterton,NZ,-40.9597,175.6575,66.96,93,99,2.53,light rain
468,Youghal,IE,51.95,-7.8506,44.1,87,77,14.09,broken clouds
469,San Pedro De Tutule,HN,14.25,-87.85,75.81,37,4,6.13,clear sky
470,Saint-Martin-De-Crau,FR,43.6395,4.8127,57.99,62,0,10.36,clear sky
471,Kholmogory,RU,64.2229,41.656,-3.89,100,89,2.48,overcast clouds
472,Viamao,BR,-30.0811,-51.0233,86.81,66,75,10.36,broken clouds
473,Vesoul,FR,47.5833,5.8333,46.35,84,100,14.07,overcast clouds
474,Tenenkou,ML,14.4572,-4.9169,89.15,7,5,9.98,clear sky
475,Sangueya,GN,10.7,-14.3667,93.74,27,0,11.1,clear sky
476,Acari,PE,-15.4311,-74.6158,82.17,53,53,12.06,broken clouds
477,San Carlos,VE,9.6612,-68.5827,89.37,41,86,2.59,overcast clouds
478,Pocoes,BR,-14.5297,-40.3653,84.09,45,45,6.55,scattered clouds
479,Balabac,PH,7.9868,117.0645,78.76,84,53,9.33,broken clouds
480,Dombarovskiy,RU,50.7587,59.5386,23.36,89,100,17.22,overcast clouds
481,Sinnamary,GF,5.3833,-52.95,78.71,87,97,10.09,overcast clouds
482,Adrar,MR,20.5022,-10.0711,81.88,7,9,9.08,clear sky
483,Maracaju,BR,-21.6144,-55.1683,86.29,63,89,13.47,overcast clouds
484,Novikovo,RU,51.1537,37.8879,6.87,98,37,5.17,scattered clouds
485,Vila,PT,42.0304,-8.1588,45.73,82,100,4.05,overcast clouds
486,Thanh Hoa,VN,19.8,105.7667,58.68,67,99,3.36,overcast clouds
487,Bilibino,RU,68.0546,166.4372,-9.11,77,0,4.74,clear sky
488,Abalak,RU,58.1286,68.5944,23.76,96,100,6.76,overcast clouds
489,Huarmey,PE,-10.0681,-78.1522,76.68,71,30,11.72,scattered clouds
490,Jieshi,CN,22.8134,115.8257,52.95,75,42,10.71,scattered clouds
491,Santa Cruz,BO,-17.8,-63.1667,85.46,70,75,21.85,broken clouds
492,Fuerte Olimpo,PY,-21.0415,-57.8738,97.97,33,99,10.49,overcast clouds
493,Portobelo,PA,9.55,-79.65,91.85,72,10,13.69,clear sky
494,Kavieng,PG,-2.5744,150.7967,82.29,71,100,9.13,overcast clouds
495,Moria,GR,39.1333,26.5167,47.93,49,40,3.44,scattered clouds
496,Ha Tinh,VN,18.3333,105.9,59.65,86,100,5.19,overcast clouds
497,Malakal,SS,9.5334,31.6605,86.32,14,82,9.31,broken clouds
498,Abu Samrah,SY,35.3029,37.1841,45.66,92,100,10.56,overcast clouds
499,Zhaotong,CN,27.3167,103.7167,32.49,91,98,1.21,overcast clouds
500,Saint-Georges,GD,12.0564,-61.7485,83.88,70,20,19.57,few clouds
501,Caohai,CN,26.8661,104.2841,31.89,96,100,4.52,overcast clouds
502,Shahreza,IR,32.0339,51.8794,46.6,76,2,6.04,clear sky
503,Chimbote,PE,-9.0853,-78.5783,76.32,69,68,10.38,broken clouds
504,Chelno-Vershiny,RU,54.4333,51.1,27.64,92,100,11.86,overcast clouds
505,Bermejillo,MX,25.8833,-103.6167,41.04,48,23,11.03,few clouds
506,Pitimbu,BR,-7.4706,-34.8086,88.39,59,50,12.57,scattered clouds
507,High Level,CA,58.5169,-117.136,-5.69,84,100,2.3,snow
508,Ahuimanu,US,21.4447,-157.8378,68.45,84,0,0.0,clear sky
509,Karoi,ZW,-16.8099,29.6925,65.57,96,94,5.03,overcast clouds
510,Homa Bay,KE,-0.5273,34.4571,78.48,61,100,6.8,overcast clouds
511,Mariental,NA,-24.6333,17.9667,88.36,20,98,9.31,overcast clouds
512,Eyl,SO,7.9803,49.8164,74.44,60,10,14.65,clear sky
513,Correntina,BR,-13.3433,-44.6367,88.9,46,63,4.41,broken clouds
514,Gariaband,IN,20.635,82.0614,67.55,32,0,2.53,clear sky
515,Masvingo,ZW,-20.0637,30.8277,73.87,57,24,2.95,few clouds
516,Aripuana,BR,-9.1667,-60.6333,83.61,78,78,1.99,broken clouds
517,Makakilo City,US,21.3469,-158.0858,67.28,84,20,5.75,few clouds
518,Ambilobe,MG,-13.2,49.05,78.1,83,100,11.88,light rain
519,Singkang,MY,2.1006,102.7994,78.69,93,95,4.09,overcast clouds
520,Awjilah,LY,29.1081,21.2869,57.6,48,3,8.97,clear sky
521,Beinamar,TD,8.6698,15.3813,83.26,12,54,5.39,broken clouds
522,La Ronge,CA,55.1001,-105.2842,-25.35,68,40,2.3,scattered clouds
523,Pacific Grove,US,36.6177,-121.9166,56.57,69,0,1.99,clear sky
524,Hofn,IS,64.2539,-15.2082,32.02,51,20,25.32,few clouds
525,Pandan,PH,14.0453,124.1694,75.04,90,100,5.82,moderate rain
526,Leningradskaya,RU,46.3214,39.3877,32.76,92,100,9.06,snow
527,Rundu,NA,-17.9333,19.7667,68.59,86,84,8.41,moderate rain
528,Muros,ES,42.7762,-9.0603,57.83,74,99,7.96,overcast clouds
529,Ntungamo,UG,-0.8833,29.65,74.21,51,99,3.87,overcast clouds
530,Kaliua,TZ,-5.0606,31.7936,64.6,98,100,2.17,moderate rain
531,Port Hedland,AU,-20.3167,118.5667,86.05,79,100,6.91,overcast clouds
532,Antsla,EE,57.8256,26.5406,21.67,87,35,11.99,scattered clouds
533,Baruun-Urt,MN,46.6806,113.2792,-5.28,91,14,7.52,few clouds
534,Ried,DE,48.477,11.2606,45.75,100,100,11.45,overcast clouds
535,Sola,VU,-13.8833,167.55,81.03,80,100,26.87,moderate rain
536,Rakoshyno,UA,48.4671,22.5969,36.75,95,86,5.01,overcast clouds
537,Buzovna,AZ,40.5179,50.1139,42.89,87,75,11.5,broken clouds
538,Touros,BR,-5.1989,-35.4608,88.7,54,66,16.53,broken clouds
539,Capinopolis,BR,-18.6819,-49.5697,84.51,62,42,1.63,scattered clouds
540,Torata,PE,-17.0769,-70.8433,67.84,47,63,10.47,broken clouds
541,Baiao,BR,-2.7906,-49.6717,87.85,60,99,1.21,overcast clouds
542,Cururupu,BR,-1.8283,-44.8683,84.83,68,88,6.69,overcast clouds
543,Zaysan,KZ,47.4667,84.8667,-3.71,82,45,3.44,scattered clouds
544,Liusha,CN,27.2098,108.59,38.3,81,98,2.98,overcast clouds
545,Yining,CN,29.0361,114.5636,36.81,88,3,1.61,clear sky
546,Fare,PF,-16.7,-151.0167,80.11,76,20,12.86,light rain
547,Umtata,ZA,-31.5889,28.7844,63.16,94,100,6.91,drizzle
548,Takoradi,GH,4.8845,-1.7554,83.84,64,13,10.87,few clouds
549,Scarborough,GB,54.2797,-0.4044,42.53,79,38,5.99,scattered clouds
550,Road Town,VG,18.4167,-64.6167,77.09,100,40,13.8,scattered clouds
551,Nakatsu,JP,33.5981,131.1883,42.69,63,79,19.35,broken clouds
552,Konch,IN,25.9833,79.15,55.71,53,1,6.73,clear sky
553,Gayny,RU,60.3071,54.3241,1.47,99,100,2.53,overcast clouds
554,Costinesti,RO,43.95,28.6333,38.01,67,9,9.51,clear sky
555,Qaqortoq,GL,60.7167,-46.0333,10.9,75,88,29.46,overcast clouds
556,Sainte-Maxime,FR,43.3,6.6333,59.02,82,50,0.11,scattered clouds
557,Hammerfest,NO,70.6634,23.6821,22.73,85,100,16.11,snow
558,Dingle,PH,10.9995,122.6711,73.76,93,100,11.07,overcast clouds
559,Ishigaki,JP,24.3448,124.1572,63.28,77,100,27.25,overcast clouds
560,Marrakesh,MA,31.6315,-8.0083,77.07,23,40,3.44,scattered clouds
561,Urumqi,CN,43.801,87.6005,-1.25,85,75,2.24,fog
562,Little Chute,US,44.28,-88.3184,18.52,74,75,3.0,broken clouds
563,Rauseni,RO,47.5667,27.2,45.09,59,43,4.88,scattered clouds
564,Padang,ID,-0.9492,100.3543,75.36,95,100,3.85,overcast clouds
565,Kaspiyskiy,RU,45.3929,47.3707,40.62,84,100,7.38,overcast clouds
566,Aksarka,RU,66.5606,67.7975,5.38,97,100,2.8,light snow
567,Santa Cruz Cabralia,BR,-16.2781,-39.0247,86.23,70,40,12.66,scattered clouds
568,San Cristobal,VE,7.7669,-72.225,73.58,47,53,1.19,broken clouds
569,Huasahuasi,PE,-11.3167,-75.6167,49.86,68,95,8.01,overcast clouds
570,Przhevalskoye,RU,55.5093,31.8482,5.81,100,88,2.68,overcast clouds
571,Banda Aceh,ID,5.5577,95.3222,78.73,81,50,6.33,scattered clouds
572,Nanakuli,US,21.3906,-158.1547,68.7,88,20,5.75,few clouds
573,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,84.45,57,27,10.67,scattered clouds
574,Marsh Harbour,BS,26.5412,-77.0636,74.88,60,87,12.01,overcast clouds
575,Barabinsk,RU,55.3571,78.357,15.82,84,100,13.13,overcast clouds
576,Honningsvag,NO,70.9821,25.9704,13.53,80,100,32.59,overcast clouds
577,Javornik,CZ,50.3908,17.0027,38.77,88,95,9.51,overcast clouds
578,Mackay,AU,-21.15,149.2,78.78,83,75,26.46,broken clouds
579,Adeje,ES,28.1227,-16.726,71.31,51,0,3.0,clear sky
580,Easley,US,34.8298,-82.6015,63.43,93,100,8.99,overcast clouds
581,Woodbury,US,42.3833,-96.0336,24.31,42,75,19.73,broken clouds
582,Yatou,CN,37.15,122.3833,25.75,56,92,10.27,overcast clouds
583,Laguna,US,38.421,-121.4238,57.04,85,0,1.01,mist
584,Cortez,US,37.3489,-108.5859,26.42,62,0,4.61,clear sky
585,Taoudenni,ML,22.6783,-3.9836,81.63,6,25,11.59,scattered clouds
586,Tolaga Bay,NZ,-38.3667,178.3,62.8,84,8,6.17,clear sky
587,Omboue,GA,-1.5746,9.2618,80.29,77,49,7.29,scattered clouds
588,Kavaratti,IN,10.5669,72.642,79.12,63,61,11.81,broken clouds
589,Mporokoso,ZM,-9.3727,30.125,59.2,96,100,3.15,overcast clouds
590,Maneadero,MX,31.7167,-116.5667,60.19,40,2,1.99,clear sky
591,Prince Rupert,CA,54.3161,-130.3201,46.09,93,100,8.05,light rain
592,Sorong,ID,-0.8833,131.25,80.92,81,92,10.45,overcast clouds
593,Basoko,CD,1.2391,23.616,82.89,45,100,3.02,overcast clouds
594,Gornopravdinsk,RU,60.05,69.9,22.64,98,100,3.36,overcast clouds
595,Jobat,IN,22.4167,74.5667,65.14,20,0,2.89,clear sky
596,Monster,NL,52.0258,4.175,42.78,78,40,15.01,scattered clouds
597,Lavrentiya,RU,65.5833,-171.0,1.11,53,0,17.65,clear sky
598,Bereda,ES,43.2686,-7.5406,53.01,93,100,2.37,overcast clouds
599,Porto Velho,BR,-8.7619,-63.9039,84.25,70,40,6.91,scattered clouds
600,Fort Nelson,CA,58.8053,-122.7002,-11.61,77,100,3.44,snow
601,Bokhan,RU,53.153,103.7714,-8.5,100,94,2.57,overcast clouds
602,Srivardhan,IN,18.0333,73.0167,69.48,61,8,4.18,clear sky
603,Manjacaze,MZ,-24.7117,33.8828,76.8,73,24,9.6,few clouds
604,Craig,US,40.5153,-107.5464,15.53,71,0,4.61,clear sky
605,Cabanbanan,PH,14.2404,121.4341,78.98,83,97,9.62,overcast clouds
606,Kutahya,TR,39.4242,29.9833,26.55,92,92,2.91,overcast clouds
607,Vao,NC,-22.6667,167.4833,80.08,85,98,14.72,overcast clouds
608,Vega De Alatorre,MX,20.0333,-96.6333,57.15,91,100,20.04,overcast clouds
609,Sao Felix Do Xingu,BR,-6.6447,-51.995,90.03,50,67,2.66,broken clouds
610,Uhlove,UA,44.8215,33.6045,31.57,61,99,14.41,overcast clouds
611,Finnsnes,NO,69.2296,17.9811,21.16,86,100,7.81,overcast clouds
612,Raudeberg,NO,61.9875,5.1352,36.27,92,100,14.0,light snow
613,Selma,US,36.5708,-119.6121,46.98,49,0,1.83,clear sky
614,Hof,DE,50.3167,11.9167,41.45,89,75,24.16,light intensity drizzle
615,Port Moresby,PG,-9.4431,147.1797,76.42,94,40,19.57,scattered clouds
616,Doha,QA,25.2867,51.5333,70.11,73,0,6.91,clear sky
617,La Orilla,MX,17.9833,-102.2333,79.59,54,2,4.03,clear sky
618,Aloja,LV,57.7669,24.8825,25.97,93,76,12.5,light snow
619,Kilindoni,TZ,-7.9139,39.6668,81.63,78,100,13.69,overcast clouds
620,Andenes,NO,69.3143,16.1194,24.78,68,75,23.02,broken clouds
621,Surgut,RU,61.25,73.4167,24.98,85,75,8.99,broken clouds
622,Tshikapa,CD,-6.4167,20.8,72.63,86,80,1.36,broken clouds
623,Arman,RU,59.7,150.1667,-2.45,72,96,12.26,overcast clouds
624,Thunder Bay,CA,48.4001,-89.3168,8.56,76,100,6.91,overcast clouds
625,Lakes Entrance,AU,-37.8811,147.981,51.57,87,76,5.14,broken clouds
626,Cacu,BR,-18.5567,-51.1308,86.9,59,25,2.19,scattered clouds
627,Gaya,IN,24.7833,85.0,60.71,88,75,0.0,mist
628,Morgan City,US,29.6994,-91.2068,39.0,82,100,14.09,overcast clouds
629,Santiago Del Estero,AR,-27.7951,-64.2615,82.11,60,80,11.1,broken clouds
630,Acapulco,MX,16.8634,-99.8901,80.42,69,0,3.44,clear sky
631,Safford,US,32.834,-109.7076,38.52,37,0,11.32,clear sky
632,Shimoda,JP,34.6667,138.95,39.11,60,0,29.12,clear sky
633,Gobabis,NA,-22.45,18.9667,83.97,22,67,13.78,broken clouds
634,Manakara,MG,-22.1333,48.0167,76.59,91,97,14.88,moderate rain
635,Ankang,CN,32.68,109.0172,43.12,55,68,3.76,broken clouds
636,Baykit,RU,61.67,96.37,6.94,98,100,3.31,overcast clouds
637,Mollendo,PE,-17.0231,-72.0147,74.37,71,90,10.83,overcast clouds
638,Ondjiva,AO,-17.0667,15.7333,79.48,37,99,2.42,overcast clouds
639,Cedar City,US,37.6775,-113.0619,24.4,73,0,0.0,clear sky
640,Caconda,AO,-13.7333,15.0667,63.1,83,99,3.91,light rain
641,Bukachacha,RU,52.9833,116.9167,-9.51,95,62,4.36,broken clouds
642,Mandalgovi,MN,45.7625,106.2708,4.28,75,91,7.85,overcast clouds
643,Anton,PA,8.4,-80.2667,90.86,51,25,9.62,scattered clouds
644,Manjeshwar,IN,12.7194,74.8861,76.15,78,48,6.2,scattered clouds
645,Comodoro Rivadavia,AR,-45.8667,-67.5,57.06,72,40,13.8,scattered clouds
646,Port Macquarie,AU,-31.4333,152.9167,67.96,67,83,15.12,broken clouds
647,Victoria Point,AU,-27.5833,153.3,71.19,74,82,3.0,broken clouds
648,Mishan,CN,45.55,131.8833,-2.99,88,28,9.66,scattered clouds
649,Kokopo,PG,-4.352,152.2633,76.82,83,82,9.55,broken clouds
650,Batagay-Alyta,RU,67.8006,130.4114,-26.81,99,10,3.69,clear sky
651,Callaguip,PH,18.0714,120.4867,74.79,79,75,16.4,broken clouds
652,Kyzyl-Suu,KG,42.3414,78.0056,13.21,63,47,12.24,scattered clouds
653,Galesong,ID,-5.3166,119.3661,77.02,82,100,8.14,overcast clouds
654,Niksar,TR,40.5917,36.9517,32.65,94,100,3.44,light snow
655,Kawalu,ID,-7.3817,108.2082,72.73,96,94,1.95,overcast clouds
656,Jiaojiang,CN,28.6803,121.4428,39.99,85,52,5.19,broken clouds
657,Coxim,BR,-18.5067,-54.76,88.27,59,100,8.93,overcast clouds
658,Santa Fe,AR,-31.6333,-60.7,88.0,54,85,1.01,overcast clouds
659,Seka,TH,17.9285,103.9552,61.39,69,24,6.93,few clouds
660,Smithers,CA,54.7804,-127.1743,35.92,87,100,11.5,light rain
661,Damaturu,NG,11.747,11.9608,79.3,13,3,13.06,clear sky
662,Samfya,ZM,-11.3649,29.5565,63.1,95,100,4.63,overcast clouds
663,Yulara,AU,-25.2406,130.9889,69.64,40,2,5.75,clear sky
664,Vuktyl,RU,63.8567,57.3094,2.32,100,95,2.42,overcast clouds
665,Moerai,PF,-22.4333,-151.3333,78.39,78,43,18.05,light rain
666,Kahului,US,20.8947,-156.47,68.85,79,0,5.75,clear sky
667,Anloga,GH,5.7947,0.8973,86.22,71,11,14.5,few clouds
668,Abu Dhabi,AE,24.4667,54.3667,69.91,75,0,6.91,clear sky
669,Chapais,CA,49.7834,-74.8492,-11.42,80,65,4.85,broken clouds
670,Srednekolymsk,RU,67.45,153.6833,-33.84,100,100,1.43,overcast clouds
671,Mehtar Lam,AF,34.6714,70.2094,45.48,22,0,2.55,clear sky
672,Mafinga,TZ,-7.25,35.0667,66.38,96,100,6.02,light rain
673,Kasamwa,TZ,-2.85,32.4333,68.14,76,100,2.46,overcast clouds
674,Isiro,CD,2.7739,27.616,80.58,37,94,1.88,overcast clouds
675,Isabela,PH,6.7085,121.9711,77.13,88,99,7.81,overcast clouds
676,Diphu,IN,25.8333,93.4333,56.88,96,100,1.03,overcast clouds
677,Hobyo,SO,5.3505,48.5268,77.09,69,6,17.13,clear sky
